firm,Model name,mod_key,url,user_rating,vse_rating,release_year,end_year,digital,analog,poly,keyboard,memory,specifications,raw_text,
Doepfer,Drehbank,11760,http://www.vintagesynth.com/misc/drehbank.php,2.73,4,1998,1998,0,1,0,0,1,"{'Knobs': '64 Rotary Knobs transmit MIDI Control Change, Pitch Bend, Aftertouch, Note On, and SysEx messages', 'Windows/PC': 'PC with Windows 3.1, 3.11, 95, NT and MIDI interface (or sound card with integrated MIDI interface)', 'Macintosh': 'Most Macs also supported', 'Keyboard': 'None', 'Memory': '2 user banks of 64 knobs', 'Control': 'MIDI OUT, MIDI IN with merging feature; 8 CV inputs (inputs 1-4 for ext. CV 0-5V, inputs 5-8 for foot controllers)', 'Date Produced': '1998'}","The Doepfer Drehbank is a programmable universal MIDI controller with 64 knobs.
Each of its knobs can send any MIDI message, including Control Change, Pitch Bend, Aftertouch, Note On,
and SysEx messages. You can use the Drehbank to get instant hands-on
access to any MIDI parameter in almost any piece of MIDI gear, including
new and old synthesizers, software and VST synths, rack effects, sound modules,
DAWs, and more!The Drehbank comes with presets for ReBirth, General MIDI mixing, and Yamaha groove boxes.
The bundled Emagic SoundDiver (Mac/Win) lets you create and save your own setups for the Drehbank!
The Drehbank also has a snapshot feature and two user defined banks for 128 total controls per setup.
It ships with 8 factory setups: 2 Rebirth, 2 Rmx1, controllers 1-64 (MIDI channel 1), controllers 65-128 (MIDI channel 1), 
selected Controllers (MIDI channel 1), and a GM mixer (MIDI channel 1-16). In addition to MIDI IN/OUT, there are 
8 CV inputs for external control voltages (0...+5V) and/or foot controllers. This allows you to control
MIDI parameters FROM your older vintage CV gea,r or as Doepfer would prefer, from their analog A-100
synth modules. But you cannot control CV from MIDI using the Drehbank, it's not a MIDI to CV converter!!
It is, however, a very easy to use and knobby way to get real hands-on with your MIDI gear or programs! It is used by Squarepusher.",
Doepfer,MS-404,11587,http://www.vintagesynth.com/misc/ms404.php,3.59,4,1994,1994,0,1,1,0,0,"{'Polyphony': 'Monophonic', 'Oscillators': '1 VCO (sawtooth, pulse, PWM, noise)', 'LFO': 'Triangle wave (0.003Hz to 5kHz)', 'Filter': '24 dB/Oct resonant filter (w/ independent LFO)', 'VCA': 'ADSR', 'Keyboard': 'None', 'Memory': 'None', 'Control': 'MIDI, CV / GATE', 'Date Produced': '1994'}","The Doepfer MS-404 is basically a TB-303 emulator. It's analog, monophonic,
has a nice 24dB/oct VCF (filter), a simple envelope and the bonus of two
LFOs. As with any 303 emulator, the MS-404 has the typical 303 controls you would expect for the
filter and envelope. However the two added LFOs add a whole new
dimension to the 303 sound. This is
because they can modulate the VCOs! Other common 303 emulator features
also found on the MS-404 include an external filter input, CV/GATE
interfacing, MIDI implementation and a glide effect. All parameters are
MIDI controllable. The slide and accent effects from the 303 are possible on the MS-404 from the
glide control and MIDI velocity for accent. The MS-404 ranks high among
the 303 emulators under $500, and it sounds pretty darn good too. It has
been used by Hardfloor and Josh Wink.",
Novation,A-Station,11395,http://www.vintagesynth.com/novation/astation.php,3.94,5,2001,2001,0,1,1,0,1,"{'Polyphony': '8 voices', 'Oscillators': '3 osc with Square / Saw / Variable Pulse / Tri / Sine / Double Saw / Double Tri / Double Sine waveforms. Osc 1-2 sync, FM, external audio in (mono)', 'LFO': '2 LFOs: triangle, saw, square, sample-and-hold; with panning, speed and delay parameters', 'Filter': '12dB / 24dB switchable resonant low-pass filter with programmable output EQ', 'Envelopes': '2 ADSR envelope generators plus FM attack/decay', 'Keyboard': 'None', 'Effects': 'distortion, stereo chorus/flanger/phaser, stereo panning, delay and reverb, 12-band vocoder', 'Arpeggiator': 'up, down, up/down, up to 4 octaves, latchable', 'Memory': '400 in 4 banks, (200 factory sounds)', 'Control': 'MIDI IN/OUT/THRU', 'Date Produced': '2001'}","British synth makers Novation take their now classic Bass Station Rack to the next level. The A-Station
is polyphonic, adding 8 voices of polyphony to their 1-unit rack-mount
synth. Unlike the original Bass Station and Super
Bass Station which were real analog synths, the A-Station gets
its voice architecture from the SuperNova
synths, which use analog sound modeling. The A-Station has the layout
and shape of the famous Bass Stations, but its guts are basically a
slimmed down SuperNova.It has 25 knobs for real-time control, and all knobs transmit MIDI
controller messages. The A-Station has three oscillators which provide
sawtooth, triangle, sine and pulse width modulation. There's even a
simple FM synth engine which can be dialed in for sharpening the sound.
Oscillators may be set to Unison or Sync'd operation and a Noise source
is also included in the waveform engine. There is a nice lowpass
resonant filter with switchable 12 or 24dB/oct slopes and ADSR controls.
A second ADSR envelope is available for the oscillators, as well as two
LFOs with sample-and-hold and MIDI sync.On-board effects include reverb and delay. Their send levels can be
controlled by the Mod wheel which is a nice effect. A 12-band vocoder is
also on-board for processing external mono sounds such as drum loops or
vocals. The A-Station's pads sound great when vocoded with external
sounds. External sounds can also be used as an oscillator, run through
the filters, envelopes, etc. with much better results than were possible
on the original Bass Station. There's even a built-in Arpeggiator whose
speed synchronization and sweep range can be stored with the program for
instant recall. Unfortunately, some of the older Bass Station's problems
still have not been addressed in the A-Station. Namely, the lack of a
power switch, a puny 2-digit LCD screen, and it's still not
multitimbral. But for clean analog sounding synth bass, punchy leads,
pads, filter sweeps and more - the A-Station is certainly a great piece
of kit to have around! For a cool compact keyboard version check out the
K-Station.",
Novation,Bass Station,11127,http://www.vintagesynth.com/novation/nov_bsk.php,3.59,4,1993,1993,0,1,1,1,1,"{'Polyphony': 'Monophonic', 'Oscillators': ""2 DCO's with pulse and sawtooth. Can be modulated by env2 or the LFO."", 'LFO': '1 LFO (random, triangle, and sawtooth waveforms)', 'Filter': '2-pole or 4-pole switchable; 12dB resonant low-pass. Can be modulated by env2 or the LFO.', 'VCA': '2 ADSR envelopes: Env1 controls VCA, Env2 controls the vcf; envelope modes: auto-glide, single, and multi', 'Keyboard': '25 velocity sensitive keys (octave up/down buttons over 8 octaves)', 'Memory': '7 user patches, 1 manual', 'Control': 'MIDI In/Out', 'Date Produced': '1993'}","Before the famous Novation Bass Station Rack
module came the small and portable Bass Station keyboard! This synthesizer uses digitally synchronized analog oscillators (DCO's) to reproduce the
sounds of a monophonic dual-osc analog synthesizer with simple and
intuitive controls via 17 knobs, 10 switches and 2 Moog-style pitch/mod
wheels. Think EDP Wasp and ARP Odyssey.The Bass Station can faithfully reproduce analog bass sounds similar to a
TB-303, Micromoog or Pro One synthesizer. The small keyboard and
monophonic architecture set this keyboard up for strict bassline, lead
synth lines, and synth fx. It also transmits MIDI continuous controller data from its
pitch/mod wheels, frequency cutoff, resonance, filter modulation depth,
env1 attack, decay and env2 attack and decay.Unlike the Rack version, however, the keyboard lacks basic patch storage
features. There are only 7 memory patches and 1 manual patch (what the
knobs are doing right now). The memory can be stored externally using
MIDI SysEx dumps. But for the low price (under $500) this makes a great
and compact analog bass synth for any user with simple but tasteful bass
needs. It is used by Apollo 440, RZA, and Lo Fidelity AllStars.",
Novation,Bass Station Rack,11206,http://www.vintagesynth.com/novation/nvbs.php,3.86,5,1995,1995,0,1,1,0,1,"{'Polyphony': 'Monophonic', 'Oscillators': ""2 DCO's, each with Pulse and Sawtooth waveforms. Can be modulated by ENV2, LFO. PWM source modulated by ENV2, manually, or by an internal LFO."", 'LFO': 'LFO with random, triangle, and sawtooth waveforms', 'Filter': '12dB / 24dB switchable resonant low-pass filter can be modulated by ENV2 and LFO (ENV1 is for the VCA, ENV2 is for the filter), cutoff, resonance, env mod.', 'VCA': '2 ADSR envelopes with velocity depth and auto-glide, single- or multi-triggering', 'Keyboard': 'None', 'Memory': '40 presets, 60 user program', 'Control': 'MIDI and CV/GATE in/out', 'Date Produced': '1995'}","The Bass Station is an incredible little synth that was an instant
success when released. It is a monophonic analog bass synthesizer and was
basically one of the first new analog synths to hit the music market since the 1980's. It
is great at recreating classic TB-303
lines and fat Moog tones. Every control from typical analog synths can be
found on this: ADSR, filter, oscillator sync modes, tuning, and LFO!
And most of these can be MIDI controlled.The Bass Station has dual-DCO's which are true analog oscillators, digitally synchronized, to
generate analog but stable sawtooth and pulse waveforms (the same waveforms offered by the TB-303). They can each be tuned, mixed
and synced together. The analog filter is a switchable 12 or 24dB/oct with
cutoff, resonance, envelope amount, and assignable ADSR. The LFO has
variable speed and delay with random, triangle or sawtooth shapes. The
LFO can modulate the filter and/or PWM.A very useful feature includes the built in MIDI/CV converter which allows
you to control the Bass Station from an older analog synth, or you can
control analog synths with MIDI through the Bass Station! All knob
settings are MIDI transmit/receivable and there are 60 user patches for
program storage. Another important feature is the analog input for
filtering external sound sources! The Bass
Station Keyboard was the original version but is a bit more limited than
this classic. It is used by William
Ørbit, Biosphere, Massive Attack, Orbital, Apollo 440, Nine Inch Nails,
Radiohead, Jimi Tenor, Laurent Garnier, ATB, Sneaker Pimps, Out of Logic and
Underworld.",
Novation,D-Station,11392,http://www.vintagesynth.com/novation/dstation.php,3.06,5,2002,2002,0,1,1,1,1,"{'Polyphony': '8 notes', 'Oscillators': 'Digital Analog Sound Modeling of authentic TR-808 and TR-909 drum sounds (available simultaneously)', 'Modeled Sounds': 'Bass, Snare, Tom Toms, Hi Hat, Cymbals (TR808), Congas', 'Sampled Sounds': 'Rimshot, HandClap, Cowbell, Cymbals (TR909), Maracas, Claves', 'Outputs': 'Stereo Left/Right +6 Individual Outputs & Headphone', 'Effects': 'Front Cut, Pan and Distortion on most sounds', 'Keyboard': 'none', 'Memory': '40 Total - 25 Factory/15 User', 'Control': 'MIDI IN/OUT/THRU + DIN Sync Trigger Output (24 ppqn)', 'Date Produced': '2002'}","The D-Station is mostly a cosmetic update to the Drum Station v2, so that it will match up nicely
with Novation's A-Station Bass Synth
module. So, just like the Drum Station, the D-Station brings all the
famous sounds of the TR-909 and TR-808 drum machines via mix of Analog
Sound Modeling and sampled voices. On-board controls similar to the
classic TR machines provide knobs for individual drum sound level, tune,
attack and a few others to tweak the sounds in real-time.Compared to the Drum Station that came before it, the D-Station has a
few enhancements, namely 8-note polyphony from the former's 5-notes.
Besides a new look, the front panel features more robust and tactile rotary knobs.
While the D-Station still seems to be pretty slim on memory - only 40
patches - there are only 12 sounds in the thing, so 40 patches is
usually more than enough for designing drum kits with your own custom
tweaked sounds. You have total MIDI control of drum parameters and
the rotary controls transmit MIDI controller data. These can be
recorded into a sequencer and then played back to the D-Station which
responds by re-creating the changes in real-time. The only on-board effects
are Distortion and Front cut editing of the attack portion of drum sounds.Like the Drum and Bass Station before it, the D-Station further connects
this modern day drum synth to the TR machines of yesterday by including
a DIN Sync output. The D-Station converts MIDI Clock data into a Din Sync
control pulse which will allow any compatible unit (TB303, 
TR808, TR909 for example)
to run in synchronization with your MIDI equipment. If you want more than
just samples of the 808 or 909; if you want truly tweakable and analog sounding replicas,
you can never go wrong with the Drum Station, or in this case, the new D-Station.",
Novation,Drum Station,11320,http://www.vintagesynth.com/novation/nvdm.php,3.73,5,1996,1996,0,1,1,1,1,"{'Polyphony': '5 Voice', 'Oscillators': 'Digital Analog Sound Modeling of authentic TR-808 and TR-909 drum sounds (available simultaneously)', 'Real-Time Controls': 'Level, Tune, Attack, Decay, tone, snap', 'Outputs': 'Main Stereo And 6 Assignable Individual', 'Effects': 'Distortion Effect For Each Drum Sound (for HARDCORE 909 sounds!), Front Cut Edit Feature', 'Keyboard': 'none', 'Memory': '20 Factory And 15 User Program', 'Control': 'MIDI + DIN Sync Trigger Output', 'Date Produced': '1996'}"," This is the first true TR-808 / 909 clone! Unlike the rest which use only samples, the Drum Station employs analog Sound Modeling - digitally synthesized models of the original waveforms which can be shaped, just like analog. This means you can adjust the tone, attack, decay, tuning, snap, and distortion of its drum tones. It includes all of the sounds found in the original 808 and 909's, the same tone controls for each drum part, and my favorite is the DIN Sync output which will allow you to sync a TB-303, 909, or 808 to it, just like the original boxes.  This is the perfect source for believable, tweakable 808 and 909 drums! It also features modern functions such as full MIDI implementation and control of all parameters, distortion, front-cut edits, note-off programming, programmable drum kits with 40 memory locations, and general-midi drum mapping. Plus there are multiple assignable individual outputs! It's used by Orbital, Laurent Garnier, and Hardfloor. Drum Station Drum Tone Specs:",
Novation,Drum Station v2,11321,http://www.vintagesynth.com/novation/dmv2.php,3.86,5,1997,1997,0,1,1,1,1,"{'Polyphony': '5 Voice', 'Oscillators': 'Digital Analog Sound Modeling of authentic TR-808 and TR-909 drum sounds (available simultaneously)', 'Real-Time Controls': 'Level, Tune, Attack, Decay, tone, snap', 'Outputs': 'Main Stereo And 6 Assignable Individual', 'Effects': 'Distortion Effect For Each Drum Sound (for HARDCORE 909 sounds!), Front Cut Edit Feature', 'Keyboard': 'none', 'Memory': '20 Factory And 20 User Program', 'Control': 'MIDI + DIN Sync Trigger Output', 'Date Produced': '1997'}","Essentially a re-packaged Drum Station, the v2
has a new look that matches the theme of the Super
Bass Station. Just like the Drum Station it employs analog Sound
Modeling - digitally synthesized models of the original waveforms which
can be shaped, just like analog. You can adjust the tone, attack, decay,
tuning, snap, and distortion of its drum tones. It includes all of the
sounds found in the original 808 and
909's, the same tone controls for each
drum part, and my favorite is the DIN Sync output which will allow you
to sync a TB-303, 909, or 808 to it -
just like the original boxes.This is the perfect source for believable, tweakable 808 and 909 drums!
It also features modern functions such as full MIDI implementation and
control of all parameters, distortion, front-cut edits, note-off
programming, programmable drum kits with 40 memory locations, and
general-midi drum mapping. Plus there are multiple assignable individual
outputs! It is used by Josh Wink.Drum Station Drum Tone Specs:",
Novation,K-Station,11396,http://www.vintagesynth.com/novation/kstation.php,4.03,5,2002,2002,0,1,1,1,1,"{'Polyphony': '8 voices', 'Oscillators': '3 osc with Square / Saw / Variable Pulse / Tri / Sine / Double Saw / Double Tri / Double Sine waveforms. Osc 1-2 sync, FM, external audio in (mono)', 'LFO': '2 LFOs: triangle, saw, square, sample-and-hold; with panning, speed and delay parameters', 'Filter': '12dB / 24dB switchable resonant low-pass filter with programmable output EQ', 'Envelopes': '2 ADSR envelope generators plus FM attack/decay', 'Keyboard': '2 Octave (25 keys) touch sensitive Keyboard with Pitch & Mod Wheels', 'Effects': 'Reverb, Distortion plus tempo-locked Chorus, Phaser, Delay, Panner & Enveloped Filter with EQ, 12-band Vocoder', 'Arpeggiator': 'up, down, up/down, up to 4 octaves, latchable', 'Memory': '400 in 4 banks, (200 factory sounds)', 'Control': 'MIDI IN/OUT/THRU', 'Date Produced': '2002'}","The K-Station is a whole new take on the original Bass Station Keyboard that put British synth
makers Novation on the analog synth map! Essentially, the K-Station is
an extremely well laid-out and superbly designed 2-octave keyboard
version of their new A-Station rack module.
It features 8 voices of analog modeled sounds with FM, 12-band vocoder,
arpeggiator, reverb and delay effects, 400 user rewritable program
memories, and more. Unlike the crowded interface and puny LCD display
screen found on the A-Station, the K-Station has a beautiful layout with
easy access to its knobs, sliders and buttons. And finally there's a
large LCD display!It has 25 knobs for real-time control, and all knobs transmit MIDI
controller messages. The K-Station has three oscillators which provide
sawtooth, triangle, sine, pulse width modulation and other waveforms.
There's even a simple FM synth engine which can be dialed in for
sharpening the sound. Oscillators may be set to Unison or Sync'd
operation and a Noise source is also included in the waveform engine.
There is a nice lowpass resonant filter with switchable 12 or 24dB/oct
slopes and ADSR controls. A second ADSR envelope is available for the
oscillators, as well as two LFOs with sample-and-hold and MIDI sync.On-board effects include reverb and delay/chorus/flanger. Their send
levels can be controlled by the Mod wheel which is a nice effect. A
12-band vocoder is also on-board for processing external mono sounds
such as drum loops or vocals. The K-Station's pads sound great when
vocoded with external sounds. External sounds can also be used as an
oscillator, run through the filters, envelopes, etc. with much better
results than were possible on the original Bass Stations. There's even a
built-in Arpeggiator whose speed synchronization and sweep range can be
stored with the program for instant recall. The K-Station is really an
expressive, compact keyboard that's a hand-on joy to use and is just
full of clean analog sounding synth bass, punchy leads, pads, filter
sweeps and more! The K-Station is a great piece of kit for professionals
and beginners alike! Be sure to also check out the expanded larger
keyboard versions: KS4, KS5 and KS Rack.",
Novation,KS4,11805,http://www.vintagesynth.com/novation/ks45r.php,3.93,5,2003,2003,0,1,1,1,1,"{'Polyphony': '16 voices, 4-Part multitimbral', 'Oscillators': '3 osc with Square / Saw / Variable Pulse / Tri / Sine / Double Saw / Double Tri / Double Sine waveforms. Osc 1-2 sync, FM, Ring Mod, Noise and external audio in (mono).', 'LFO': '2 LFOs: sine, triangle, saw, square, sample-and-hold, panning, with speed and delay parameters. Cyclic or 1-shot.', 'Filter': 'low/high/band, 12/24 dB switchable', 'Envelopes': 'ADSR envelope generators', 'Keyboard': '49-note (KS4) and 61-note (KS5), both with velocity, sensitivity and aftertouch.', 'Effects': '6 simultaneous FX per program: Reverb, Distortion plus tempo-locked Chorus, Phaser, Delay, Panner & Enveloped Filter with EQ, 12-band Vocoder', 'Arpeggiator': '4 independent in multi mode; up, down, random, chord modes; 32 preset patterns; range and latch mode saved per program.', 'Memory': '200 preset programs, 50 preset performances, 100 drum sounds; 200 user programs, 100 user drum programs, 50 user performances.', 'Control': 'MIDI IN/OUT/THRU', 'Date Produced': '2003'}","Novation KS4Using an enhanced version of the K-Station
sound engine, the KS4 (four octave keyboard) and the KS5 (five octaves)
offer many additional features and benefits.The keyboards have aftertouch, are semi-weighted, and each of the 33
knobs and sliders transmit MIDI. There is four part multi-timbral
operation with four individual assignable outputs. A big plus is a
separate effects section for each part - a unique Novation feature from
the Supernova. Also featured are 4
Arpeggiators and 16 note polyphony with a 16 band Vocoder.Novation KS5The KS-synths have 3 oscillators which provide sawtooth, triangle, sine,
pulse width modulation and other waveforms. There's even a simple FM
synth engine which can be dialed in for sharpening the sound.
Oscillators may be set to Unison or Sync'd operation and a Noise source
is also included in the waveform engine. There is a nice
low-/band-/high-pass resonant filter with switchable 12 or 24dB/oct
slopes and ADSR controls. A second ADSR envelope is available for the
amp, as well as two LFOs with sample-and-hold and MIDI sync.On-board effects include reverb and delay/chorus/flanger. Their send
levels can be controlled by the Mod wheel which is a nice effect. A
12-band vocoder is also on-board for processing external mono sounds
such as drum loops or vocals. Pads sound great when vocoded with
external sounds. External sounds can also be used as an oscillator, run
through the filters, envelopes, etc. with much better results than were
possible on the original Bass Stations.Novation KS RackThe K-Station was a great little keyboard,
and the new KS4 and KS5 offer a much more professional package to stage
and studio musicians! But for those who already have enough keys, a rack
module was also released, the KS Rack. It came in a very professional
5-space rack / desktop module with all 33 knobs, sliders and controls as
the keyboards. Full of clean analog sounding synth bass, punchy leads,
pads, filter sweeps and more, the KS-synths have been used by
Infected Mushroom.",
Novation,Nova,11210,http://www.vintagesynth.com/novation/nova.php,3.92,5,1999,1999,0,1,1,1,1,"{'Polyphony': '12 voices (expandable to 24, 36 and 48)', 'Oscillators': '3 osc per voice (saw and variable pulse width) plus noise', 'LFO': '2 LFOs: saw, tri square sample/hold', 'Filter': 'Resonant Low-pass, Hi-pass, band-pass; 12, 18 and 24 dB/Oct slopes and overdrive', 'Envelopes': '1 ADSR for the amp, 2 DADSRs', 'Effects': 'Distortion, comb filtering, EQ, reverb, chorus, flange, phaser, delay, panning, 40-band vocoder', 'Keyboard': 'Keyboard model: 49 or 61 notes', 'Memory': '256 programs, 128 performances', 'Control': 'MIDI (6 parts)', 'Date Produced': '1999'}"," Novation has basically re-packaged the SuperNova into a desktop performance module and dubbed it the Nova. It uses analog Sound Modeling (ASM) to create stunningly clean but analog-like sounds. ""3 completely independent oscillators, a variable noise source and 2 ring modulators per voice. This combined with the Nova's 12 voice polyphony means that there are 36 Oscillators, 24 Ring Modulators and 12 Noise sources available at once. All these waveforms can be combined in the Mixer section allowing the creation of very fat and complex timbres."" There's also over 130 modulation routings. There are two inputs for filtering external sounds, a 40 band vocoder and 42 simultaneous effects including Distortion, Comb Filter, Chorus, Phaser, Flanger, Delay, Reverb, Panning, Tremolo and EQ. As a performance module the Nova could not be anymore hands-on nor rhythmically programmable with 20 knobs and 90 switches! ""The Arpeggiator is more like a Real Time Music Processor with 384 monophonic, polyphonic and user patterns available. Sounds can be layered in Performances allowing Arpeggiated and sustained sounds to be played at the same time."" There are up to 6 arpeggiators! Of course everything about the Nova is MIDI controllable making the Nova an ideal super polyphonic synthesizer for professional musicians in the studio, on the road or in the bedroom! Pictured above is the Nova II. It features roughly 21 knobs, 4 sliders, 128 switches and comes in 49 or 61 note keyboards! Of course it features some major improvements including doubled 24 voice polyphony (expandable to 36 and 48) and simply offers you an affordable alternative to the Supernova keyboard without compromising anything in terms of performance controls, features and sounds! Update: With the release of OS version 4.1, the base polyphony was raised to 16 voices, Novation added the DoubleSaw waveform (with phasing, detuning, and unison), nine new special filter types, adjustable unison, and a knob pass-through option. The Nova OS 4.1 update applies only to the Nova desktop. The Nova II keyboard latest OS is v.2.0 which does not increase polyphony beyond 12 but does add 700 new voices and increases potential in the LFO, filters, arpeggiator and effects.",
Novation,Peak,12276,http://www.vintagesynth.com/novation/peak,3.91,n/a,n/a,n/a,0,1,1,0,1,"{'Polyphony': '8 voices', 'Oscillators': '3 New Oxford Oscillators with selectable saw, triangle, and square/pulse (with PWM) plus 17 wavetables. Sync, Linear FM, ring modulation, and noise source.', 'LFO': '2 MIDI-syncable LFOs, triangle, square, saw, and S&H with adjustable slew and fade', 'Filter': 'Multimode self-resonating analog filter with 12 and 24 dB slopes, switchable between low-pass, band-pass and high-pass, w/ pre-filter overdrive and post-filter distortion.', 'Modulation': '16 modulation slots per patch, 2 sources into one destination each', 'Effects': 'Analog distortion, syncable delay, chorus and reverb.', 'Memory': '512 editable patches, comes with 256 factory presets', 'Arpeggiator': 'Arpeggiator w/ latch, 33 patterns. 7 modes, adjustable gate length.', 'Control': 'MIDI (monotimral), class-compliant USB MIDI'}","Announced at SuperBooth 2017, Peak is Novation's new 8-voice polysynth packed with a surprising set of features that make it a versatile addition to any synthesizer arsenal.Peak was designed by Chris Huggett, probably best known for designing the classic EDP Wasp and OSCar synthesizers, and also responsible for Akai's rackmount samplers from the S1000 through the S3200, and Novation's synthesizers starting with assisting on the classic Bass Station and starting full time at Novation with the original Supernova.For the Peak, Huggett went back to his roots and designed a digital/analog hybrid synth with digital oscillators and effects, and an analog filter. Most of the editing features are easily accessible on the front panel, making it quick and easy to program. Deep editing isn't too difficult either, as the menu pages are laid out for quick access and once you've learned the system even the deepest menu options are only a few taps away. The controls on the Peak use 8-bit resolution as opposed to the 7-bit resolution of MIDI CCs. As a result, filter sweeps and other controller movements come out much smoother. Of course, the data is converted down to normal 7-bit MIDI for output.The real revolution in the Peak's design is how its oscillators work- the Peak's New Oxford Oscillators, a reference to where Huggett resides as well as bringing to mind the OSCar. Instead of using sample-based oscillators like many of the 80s hybrids did, or DSP-based oscillators like more recent hybrids, Peak uses FPGA-based oscillators running at 24 MHz to circumvent the usual sample rate limitations of sample and DSP oscillator designs. Analog-style waveforms are generated using a technique they call Numerically Controlled Oscillators where the FPGA works like an analog circuit but with precise control- pitch instability on the Peak is only when and how much you want it to be. The saw wave can be multiplied and detuned on the FPGA to create a triple saw with no impact on the synthesizer's polyphony.The other waveform generation technique is using wavetables. The Peak has 17 wavetables of five waveforms each and blends these waveforms to create smooth transitions. Unlike older wavetable synths, the Peak's wavetables are not band-limited, so are more harmonically rich and yet not as prone to aliasing as most other wavetable-based synthesizers.The oscillators also feature sync without using a slave oscillator and Linear FM, features that are standard on most Novation digital synthesizers. The Linear FM allows you to cross-modulate the oscillators and even allows you to do so in a recursive loop.The Peak's filter is a multimode self-resonant analog filter based off of the filter in the Bass Station II. It is a state-variable OTA filter that has both 12 and 24 dB slopes and can function in low-pass, band-pass and high-pass modes. Each filter also has its own pre-filter and post-filter analog distortion that ranges from a mild thickening of the filter's output to some serious analog distortion- and that is before you apply the analog distortion on the Peak's master outs. The VCAs on the Peak are analog as well and can be optionally gained up to overdrive the output.Peak has three digital effects at the end of its signal chain- reverb, delay and chorus- in addition to the aforementioned analog distortion. These digital effects are run on the FPGA at a sample rate of >90 KHz giving a very high quality I/O to these, or can be bypassed completely thus avoiding this ADC/DAC step.A 16-slot modulation matrix gives you deeper modulation possibilities than the default routings, with two sources and one destination available per slot.The synth is rounded out by USB MIDI and DIN MIDI in/out/thru, stereo out, a headphone jack, two pedal inputs, and a 1/8” CV in for accepting modulation from modular sources. Also included is a cloud-based patch librarian.The Novation Peak is a flexible, accessible polysynth capable of producing everything from smooth pads to highly distorted industrial sounds and everything in between, and is quite capable of filling many roles in anyone's synthesizer setup.",
Novation,Super Bass Station,11218,http://www.vintagesynth.com/novation/sbs2.php,4.22,5,1997,1997,0,1,1,0,1,"{'Polyphony': 'Monophonic', 'Oscillators': '1 sub-osc, 2 oscillators with Pulse and Sawtooth waveforms. Can be modulated by ENV2, LFO. PWM source modulated by ENV2, manually, or by an internal LFO.', 'LFO': ""2 LFO's with random, triangle, and sawtooth waveforms"", 'Filter': '12dB / 24dB switchable resonant low-pass with cutoff, resonance, env mod, key follow', 'VCA': '2 ADSR envelopes with velocity depth and auto-glide, single- or multi-triggering', 'Keyboard': 'None', 'Memory': '50 presets, 150 user program', 'Control': 'MIDI and CV/GATE in/out; Arpeggio clock out', 'Date Produced': '1997'}","The Super Bass Station takes its classic predecessor and adds to it an
impressive set of features. These include separate ADSR's for the filter
and envelope. The key follow effect was added to filter section. An
SH-type sub oscillator and noise generator have been added to the
oscillator sections. An ultra-cool ring mod effect and a true mixer
section for balancing all these sound sources together have also been
added.Plenty of updates have been made to the effects section for the ultimate
in monophonic bass synthesis. The Super Bass Station now features
distortion, stereo outs, panning, stereo chorus, two LFO's, an
arpeggiator with clock out and doubled memory to 200 patches (50 preset,
150 user). A new slide function creates much more realistic 303
patterns.An amazing upgrade that makes this synth a truly flexible and MIDI
aware Roland/Moog bass synth emulator...heck it's way more than that,
it's a Novation Super Bass Station! It's used by William
Ørbit, Biosphere, Massive Attack, Orbital, Josh Wink, Out of
Logic, Nine Inch Nails and Underworld.",
